Address,lat,lng
嘉163縣吳竹街與中興路口,23.4304018,120.4018336
水上鄉柳新村及水頭村路口,23.430911,120.4112756
朴子市新庄里與鹿草入梅華里路口,23.4311563,120.2656955
水上鄉水頭村中興路379號前路口,23.431418,120.399058
嘉135公路金蘭村路口,23.4315957,120.5150795
嘉168縣與大堀尾路口,23.4318223,120.3809519
水上鄉分局前路口,23.43295,120.3983331
中埔鄉中華路178號前,23.433165,120.450855
水上鄉163縣柳林村苦竹寺牌樓路口,23.4333499,120.4173047
水上鄉水上村店興街 嘉朴公路(嘉168縣),23.4338857,120.3957863
水上鄉水上火車站,23.433976,120.399706
朴子市竹村國小前路口,23.4349834,120.2394779
布袋鎮貴社里90號前路口,23.435234,120.210507
水上鄉寬士村崎子頭22-1號前巷口,23.4357678,120.4284861
東石鄉網寮村社區,23.4365422,120.1525427
柳鄉村柳林派出所前十字路口,23.4382189,120.4176983
嘉167縣與嘉45縣路口,23.4385857,120.275687
中埔鄉中華路305巷路口(仁友醫院前),23.4393606,120.4500492
中埔鄉中華路39巷口與武德街路口,23.4393606,120.4500492
番路鄉觸口派出所,23.439712,120.601425
中埔鄉和睦村中華路赤蘭溪處,23.4417948,120.4552209
中埔鄉和興村39巷與中華路口,23.4422608,120.4555039
嘉16縣.崁前里141號及150號前路口,23.4424309,120.2274694
中埔鄉和美村和美農會前(仁義路與大義路口),23.4427463,120.479243
水上鄉民生村富邦駕訓班旁道路往堤防雙向及堤防往永欽橋雙向,23.4429917,120.4343079
水上鄉嘉168縣大崙路口,23.4437109,120.3585036
中埔鄉台18縣往灣潭村路口,23.4442327,120.5545497
中埔鄉台18縣與往仁義潭路口,23.4442327,120.5545497
台18縣與仁義潭路口,23.4442327,120.5545497
中埔鄉和興村平時街與中華路630巷口,23.4446076,120.4557288
中埔鄉台18縣往金蘭村十字路口,23.4450939,120.493267
中埔鄉義仁村田寮段十字路口,23.445132,120.505342
義竹鄉172縣6公里處,23.4456606,120.4954808
中埔鄉阿里山公路頂六國小前,23.445661,120.495481
水上鄉寬士村崎子頭31-1號前路口,23.4457105,120.4283354
阿里山公路往吳鳳廟十字路口,23.446019,120.539113
中埔鄉和睦村公館-司同公路與柑仔園路口,23.446252,120.456625
寬士村法雨寺牌樓路口,23.4462667,120.4276496
東石鄉塭仔村社區活動中心週邊,23.446321,120.193385
水上鄉柳林村199之1號 南陽化工,23.446806,120.417431
水上鄉台一縣與水上鄉龍德村(統一超商)路口,23.4476201,120.4105239
頂六派出所前往阿里山方向,23.4483468,120.4889442
粗溪村粗溪131號之5前路口,23.44855,120.396112
稻江技術學院前路口,23.4487766,120.2896634
三界村9鄰196號雷根社區前路口,23.4492873,120.4570898
阿里山鄉台18縣76.7公里處,23.4493167,120.5468944
水上鄉榮典路與三和村下寮路口,23.4494365,120.4119675
嘉義縣水上鄉寬士村欣欣超市旁路口,23.4495312,120.4247816
朴子市崁後里54之2號弘德工商前路口,23.4502838,120.2278326
中埔鄉台18縣與頂中路口,23.4503527,120.486423
布袋鎮貴舍里半月活動中心,23.4510437,120.2042251
中埔鄉台18縣與富和路口,23.4511909,120.4672681
中埔鄉台18縣與大義路口,23.4512505,120.4804083
中埔鄉東興村東興社區週邊路口,23.451424,120.455801
東石鄉代天府前路口,23.451541,120.194494
台18縣公路與忠義路口,23.4515968,120.4699562
朴鹿公路(朴子市嘉禾里三玄宮前路口),23.4518395,120.2438991
嘉義市新民路勤億蛋捲嘉柳公路水上往嘉義市,23.4521703,120.4311313
中埔鄉和美村和美路往後庄路口,23.452769,120.462605
中埔鄉中山路5段732巷75號前路口,23.4534849,120.4617529
中埔鄉和美村永樂市場及三和市場路口,23.4535615,120.4589962
太保市嘉168縣 嘉167縣路口,23.4537749,120.2946838
嘉168縣與嘉49縣路口(嘉朴公路與麻太公路),23.4537749,120.2946838
嘉167縣、 佳禾里路口,23.4540859,120.2567499
太保市台18縣與嘉49縣路口,23.454101,120.3314547
太保市太保二路與祥和三路口,23.4544012,120.2947084
祥和三路、 舊45縣道路口,23.4547314,120.2956028
東石鄉台82縣與157縣交叉路口,23.4547739,120.2061236
鹿草鄉台37縣與嘉167縣路口,23.4547815,120.3245408
水上鄉下寮村鴿溪寮138號前路口,23.456066,120.418561
中埔鄉和美村19鄰160-48號前路口(與嘉義市交界處),23.4561826,120.4632527
中埔鄉和美村9鄰司公部95號議長厝前,23.4562575,120.4649646
太保市祥和二路東段8號,23.4566648,120.2947386
朴子市祥和2路與祥和3路西段口,23.4568125,120.288054
番路鄉內甕村仁義潭步道東側停車場,23.4572303,120.5031062
水上鄉塗溝村路口,23.4572807,120.369492
太保市保鐵7路免費停車場,23.4574101,120.3261634
東石鄉嘉168縣圍潭村路口,23.4575757,120.1900015
台一縣與水上鄉三和村頂寮1-3號前路口,23.4576794,120.4161074
168縣與166縣路口,23.458312,120.1523793
東石鄉嘉8縣與嘉2縣,23.4583949,120.1490992
朴子市四維路1段、光復新路口,23.4584019,120.2456443
嘉168縣與太保5路路口,23.458408,120.298879
朴子市文化南路與四維路口,23.4585499,120.2410073
朴子市四維路1段、海通、文明南路口,23.4585729,120.2469859
太保市縣府5街公園5街 祥和2路東段口,23.4589856,120.2975189
朴子市光復.海通.市東.光復新路口,23.4591822,120.2458002
嘉朴公路與縣府前十字路口,23.459487,120.2976768
朴子市新榮.中興路.新民路.新榮31巷口,23.4595848,120.2449643
168縣落地機櫃,23.4596297,120.2969092
168縣與朴子7路口,23.4596297,120.2969092
嘉義縣東石鄉台17縣省道與嘉168縣道路口,23.4596297,120.2969092
朴子分局大鄉派出所前,23.4596636,120.2605656
中埔鄉全順加油站前,23.459878,120.471165
臺3縣往仁義潭路口,23.4601367,120.5017915
東石鄉猿樹村社區活動中心前路口,23.460151,120.154219
台19縣入梅華里牌樓路口,23.4604644,120.2902125
台19縣新寮里路口-1,23.4604644,120.2902125
朴子市嘉157縣 山通路口、嘉168縣與大鄉里路口,23.4604644,120.2902125
朴子市嘉16縣與嘉161縣路口,23.4604644,120.2902125
嘉168縣與朴子市永和里社區,23.4604644,120.2902125
嘉義縣朴子市新榮路與大同路口,23.4611505,120.245113
朴子市大同路與文化南路口,23.4613815,120.2411964
朴子市文明南路與市東路口,23.4614618,120.2492852
朴子市大同路與博文街口,23.4614636,120.2394776
嘉157縣與嘉46縣路口嘉與雙溪口牌樓路口,23.4624429,120.2098914
嘉157、168縣路口,23.4624457,120.2119056
朴子市四維路2段、八德路、大同路口,23.462471,120.2365288
嘉朴公路與小?榔一路,23.4630211,120.260901
台一縣與水上機場前路口,23.4630685,120.3925467
嘉義縣朴子市台19縣荷苞嶼排水路橋,23.463342,120.240412
竹崎鄉159甲縣與番路鄉交接處,23.4635666,120.5695975
朴子市中興路與南通路2段路口,23.4636628,120.243056
朴子市嘉46縣、58縣路口,23.4638107,120.2384046
朴子市海通路與市東路.新榮路口,23.463854,120.2453192
朴子市海通路與新榮路口,23.463854,120.2453192
朴子市海通路與四維路二段路口,23.4639126,120.2363956
朴子市文化北路與山通海通路口,23.4639778,120.2411855
"台18縣往達邦、 奮起湖、 光華路口
竹崎鄉中和村台18縣63.4K公里處路口",23.4640489,120.6871928
番路鄉觸口村大湖社區活動中心前,23.4641881,120.5526483
番路鄉大華公路與玉虛公路口,23.4641891,120.5680176
嘉朴公路 大鄉里1002巷口,23.4643309,120.2674445
番路鄉番路分駐所前三叉路口,23.4644472,120.5526048
朴子市光復路與平和路口 朴子分局朴子所前,23.4650329,120.2465121
朴子市開元路474巷21弄31弄永茂新城社區,23.4650873,120.2367387
朴子市嘉157縣、德興里路口,23.4651176,120.2469908
朴子市四維路、平和路、公園2街、文明南路路口,23.4655432,120.251189
朴子市台19縣85.4公里處,23.4658783,120.2412119
光復路與山通路口,23.4662995,120.2460543
朴子市向榮路與南通路口、市西路與黎明路口,23.4663293,120.2421421
朴子市山通路與文明路口,23.4671742,120.2486015
朴子市四維路與文化北路口(含南通路),23.4681249,120.2411435
台61縣、 166縣路口(三家村127之24號蔡鐵弘),23.4683857,120.1673838
台61縣、166縣路口(三家村127之24號蔡鐵弘),23.4683857,120.1673838
朴子市開元、北通路路口,23.4685311,120.2456241
太保市故宮大道、博學路路口,23.4687066,120.3006867
朴子市天星新村入口,23.469484,120.2562689
朴子市北通路與文明路口,23.4705231,120.2447161
太保市台37縣與台18縣路口,23.4709708,120.3242413
三江所前路口(台17縣與166縣),23.472599,120.1731532
嘉竹公路與田尾路口,23.475352,120.572032
太保市南新里中山路1段與和平路口(永華園餐廳),23.475747,120.374921
太保市港尾里管事厝5之7號前路口,23.475747,120.374921
民雄鄉金世界牛稠溪與文化路口,23.4796409,120.4475893
朴子橋北端、 嘉11縣及防汛道路,23.4799092,120.246454
阿里山鄉台18縣65.55K樂野村9鄰與鄉公所路口,23.4811409,120.7037544
六腳鄉更寮村與嘉11縣路口,23.4832289,120.2394532
東石鄉下揖村95-10號前,23.483346,120.201794
竹崎鄉嘉159甲縣往光華村第2鄰路口,23.4845707,120.4201843
復興里台17縣與61縣路口,23.4846357,120.1700195
台17縣與61縣路口(新厝里),23.4846379,120.1696568
六腳鄉嘉11縣、166縣與古林村教會路口,23.4849628,120.2268534
內埔村元興路往舊社路口、 溪州路口及紫雲村,23.4851964,120.5572436
嘉159縣道路與嘉74縣路口(南港段),23.4857896,120.5524742
內埔國小大門前,23.485801,120.561444
竹崎鄉內埔國小往拔子林、塘興路口及往番路鄉路口,23.485801,120.561444
太保市新埤里桃花宮週邊路口,23.4863485,120.3351464
166縣公路6.1公里處路口(下揖村7鄰78號前) 下揖村88-1號前,23.487489,120.1963835
六腳鄉蒜東村225-1,23.4895605,120.2933005
嘉159縣往嘉義市及灣橋114巷、 112巷與石麻園路口,23.491113,120.503093
灣橋村159縣(議員服務處前),23.4915101,120.5022853
太保市北港路二段與北港路二段105巷口,23.4919635,120.3808709
太保市南新里南埤路與南埤路120巷口,23.4919635,120.3808817
灣橋村5鄰186號(縣長公館)前路口,23.4928246,120.4920624
太保市舊埤里1鄰5-20號(勞工住宅),23.4930954,120.3377892
竹崎鄉台3縣與159縣路口,23.4951059,120.5352725
太保市過溝里麻太路與魚寮路口,23.4953211,120.3596613
嘉29縣1Ｋ處「永華橋」路口,23.495638,120.387712
太保市北港.中山.中興.南埤路5叉路口,23.4960335,120.3841874
太保市春珠社區活動中心前路口,23.4960913,120.3197267
嘉168縣與麻太路口,23.4974281,120.3630345
竹崎鄉塘興村塘下寮往頂坪、塘下寮往義隆村山知崙,23.4975023,120.5666307
太保市中山、中正路口,23.4980502,120.3814848
竹崎鄉鹿滿村鹿山路 鹿鳴路口,23.4982532,120.5309754
嘉54縣、 嘉55縣灣南村路口,23.4983322,120.308448
嘉54縣、 嘉57縣路口,23.498487,120.2894526
太保市梅埔里往埔心路口,23.4985241,120.3794075
太保市中山路與三合路口,23.4988182,120.3740041
太保市麻太路與北港路路口,23.4990614,120.3671269
北港路與麻太路口(南新往太保),23.4990614,120.3671269
東石鄉台17縣與嘉7縣路口 ,23.4995432,120.1709902
嘉30縣往新塭台17縣路口,23.4995432,120.1709902
太保市北新里北興路口、北興路與中興路一段路口,23.4997136,120.3827332
六腳鄉六腳村灣內287-8前路口,23.5001771,120.3101593
六腳鄉灣內大橋東端(西往東車道),23.5001771,120.3123533
六腳鄉灣北村防汛道路及灣北村與灣南村兩村交界處,23.5001771,120.3123533
六腳鄉灣南村路口,23.5001771,120.3123533
六腳鄉嘉57縣三義村路段,23.5004017,120.3074009
松山大橋南端(六腳鄉崩山村),23.5010593,120.2209801
嘉義縣太保市北港路2段601巷口(華濟醫院前路口),23.5014319,120.3642664
竹崎鄉自由路與文化路口及中山與中正路口,23.5016488,120.463702
六腳鄉六腳村灣內191號鳳山宮,23.503433,120.306761
鹿滿村頂溪心與日滿社區路口,23.503648,120.5324284
竹崎鄉文峰村大坑往溪心寮方向,23.5038634,120.5997246
鹿滿村興產橋,23.5042844,120.5293604
六腳鄉台19縣與166縣路口,23.504315,120.2529403
竹崎鄉159縣頂埔圓環,23.504703,120.657479
嘉169縣與奮起湖老街路口,23.5051199,120.6927415
六腳鄉嘉166縣崩山村順天宮前路口,23.5058313,120.2530191
六腳鄉嘉166縣塗師村路口,23.5066119,120.2889028
竹崎鄉義仁村嘉166縣往竹崎路口,23.5075764,120.5191454
台三縣與阿里山路口,23.508902,120.802147
嘉義縣阿里山森林遊樂區大門口(林務局),23.508902,120.802147
鱉鼓村四股社區往東西南北各1支,23.509009,120.160729
新港鄉溪北村六興宮防汛道路路口,23.510558,120.3364113
六腳鄉157縣雙涵村路口,23.5120511,120.2989085
民雄鄉秀林村嘉市81縣、南二高閘道口,23.5128662,120.4757731
嘉義縣竹崎鄉仁和往竹崎市八道與166縣路口,23.5140225,120.545033
民雄鄉大崎村內埔23-2號前,23.5151489,120.4871826
民雄鄉工業五路與忠義街路口,23.5176096,120.4331159
嘉166縣道路潭墘村,23.5183734,120.4132896
舊台19縣嘉166縣路口,23.5183734,120.4132896
嘉159縣與南二高之路口,23.5184286,120.4877667
台三縣與竹崎6號道路口,23.5186632,120.5467378
民雄鄉興南村工業ㄧ路與工業三路口,23.5186677,120.42948
民雄鄉山中村166縣廣濟宮前路口,23.5192106,120.4053445
民雄鄉興南村台一縣金興村路口,23.5200602,120.432785
竹崎村台三縣、中山、中華路口,23.5203599,120.5459883
民雄鄉民雄工業區中山路4號前,23.520709,120.446061
149甲縣45K處,23.5208675,120.5569358
竹崎鄉獅埜村5鄰林厝1-1號旁(守望相助亭),23.521657,120.504234
台三縣往166支縣叉路口,23.5217655,120.5485392
新港鄉嘉157縣與166縣路口,23.5221729,120.3497164
民雄鄉興南村2鄰與4鄰之十字路口,23.5223947,120.4230708
竹崎鄉竹崎村中正路與中華路口,23.5224292,120.5462068
嘉義縣民雄鄉台一縣省道與橋頭工業區路口(南下車道),23.5228671,120.4389981
民雄鄉興南村「下洋仔」聚落路口,23.5247358,120.4320723
新港鄉嘉159縣7.5公里處路口,23.5260194,120.3678241
新港鄉中洋村福懋加油站三叉路口,23.5260899,120.3696699
阿里山鄉來吉村進出村內路縣,23.5269571,120.7417189
民雄工業區中山路與中華路口,23.5281191,120.4551228
民雄鄉台1縣與埤角路口,23.528127,120.4472418
六腳鄉三義村（三姓寮）代天府周邊,23.5284858,120.2876672
竹崎鄉台三縣與溪湖路口,23.529001,120.543479
沙坑村真武宮前路口,23.5291634,120.5172292
民雄鄉興中村「義橋」聚落路口,23.529222,120.4240152
六腳鄉台19縣與嘉57縣路口,23.5306702,120.2864045
舊嘉165縣與東義路口(仁和派出所前十字路口),23.5316999,120.641375
台1縣與民雄鄉雙福村及文隆村山腳路口,23.5317563,120.4533094
民雄鄉大崎村正大路往竹崎南二高路段,23.5317563,120.4533094
新港鄉台37縣與157縣、嘉66縣路口,23.531806,120.3249465
新港鄉潭大村嘉67縣路口,23.5325296,120.3187204
新港鄉嘉76縣大潭路口,23.5328484,120.3993149
六腳鄉竹本村社區,23.5355781,120.2453705
六腳鄉永賢村社區,23.5355784,120.2519635
民雄鄉雙福村大有可為社區,23.5369161,120.4342894
新港鄉嘉北公路福德路口,23.53695,120.350954
民雄鄉嘉81縣文隆村路口,23.5380817,120.4149246
瑞里嘉122縣29.8K處(瑞里往竹崎 太和路口處),23.5392701,120.6660051
民雄鄉中央村嘉76縣路口,23.5392786,120.4057084
竹崎鄉坑頭村復原莊20之1號,23.539966,120.535263
梅山鄉太興村4鄰青園(154縣9.6K與122縣18.250K處丁字路口),23.540561,120.622166
新港鄉嘉157縣與68縣路口,23.5415713,120.3317538
民雄鄉嘉76縣與西昌村竹仔腳出入路口,23.5416198,120.3825221
民雄鄉民雄交流道（民新路與往中和村原吉仔路口）,23.5417714,120.4425685
新港鄉中山路與嘉北公路口(南下車道)及(北上車道),23.5425509,120.3491297
東石鄉公所前往堤岸道路路口,23.5430412,120.218603
六腳鄉六斗村42-6號前路口,23.543057,120.286632
民雄鄉文隆村嘉81縣文隆橋路口,23.5461834,120.4207592
民雄鄉北斗村正大路與新忠路口,23.5461869,120.4587783
嘉義縣梅山鄉安靖村11鄰水井仔土地公廟前往復金村及安靖村路口,23.5466177,120.5768354
中和村社溝15-4號前三叉路口,23.547657,120.410989
民雄鄉東湖村三界公廟路口,23.548417,120.4444046
民雄鄉台1縣與民雄陸橋路口,23.5491724,120.4335158
新港鄉滿點汽車旅館旁（嘉157縣與嘉159縣叉路路）,23.5501683,120.3443917
民雄鄉東興村嘉106縣6.8公里處,23.550619,120.506998
嘉7縣與168縣路口10305合併(原嘉157縣與170路口-4000280、嘉157縣港墘派出所前-4000305),23.5506349,120.3464451
民雄鄉東湖村台一縣258K處,23.5511058,120.4393933
民雄鄉福權村嘉164縣5處巷口,23.5511894,120.417777
文化路地下道與保生街路口,23.5522755,120.4295218
新港鄉宮前村中山路與公園路口,23.5525065,120.3473862
新港鄉嘉159縣與公園路.鐵路公園.新中路口,23.5540218,120.3404416
梅山鄉雙溪村外湖路口,23.5550243,120.5212079
民雄鄉西安村保生街與安和路口,23.5551692,120.4259121
民雄鄉東榮村後火車站路段,23.5552284,120.4316457
新港鄉166縣23.5公里處,23.5553198,120.3475629
新港鄉中山路與登雲路口,23.5556489,120.3476785
新港鄉中正路與登雲路口,23.5557681,120.3462961
新港鄉文教基金會路口,23.5558804,120.3410508
民雄鄉西安村164縣與安和路路口,23.5560337,120.4282286
民雄分局前、民雄火車站前、民雄中樂路與文化路口,23.5560934,120.4303433
民雄鄉中樂村中樂路與昇平路口,23.5561748,120.4297705
新港鄉新民路與古民街口,23.5562699,120.3500122
民雄鄉中正大學與神農路口,23.5564797,120.4715211
民雄鄉三興村陳厝寮路口,23.5572118,120.4786686
民雄鄉西安路與保生路口,23.557299,120.4254644
嘉義縣民雄鄉台一縣省道與東榮路口(北上車道),23.5573115,120.4335379
民雄鄉嘉164縣與菁埔村出入路口,23.5586072,120.3969566
民雄鄉豐收村水流媽廟前,23.5586814,120.4189042
民雄鄉西安村保安街與民溪路口,23.5591339,120.4236241
新港鄉中正路與新中路口,23.5596952,120.347212
新港鄉164縣與大潭村道路口,23.5597602,120.3284951
梅山鄉嘉122縣與162縣甲縣路口,23.5600768,120.6062171
162甲縣13K處及162縣與嘉154縣往太興路口,23.5603127,120.601967
台19縣北港大橋三角圓環,23.5604359,120.2987059
民雄鄉豐收村大學路與正大路口,23.5614542,120.4652976
民雄鄉豐收村大學路與好收路口,23.5633761,120.4728831
民雄鄉頂寮村富義新村路口,23.563802,120.433632
寮頂村民生路與富義新村路口,23.563802,120.431438
民雄鄉164縣福權村路口,23.5653354,120.4155972
台19縣、 媽祖大橋聯外道路路口,23.5659838,120.2896681
六腳鄉北港3號橋大庄路口,23.5676632,120.2769625
新港鄉中庄村活動中心前路口,23.5693378,120.3451129
民雄鄉豐收村大民南路與南華路口,23.5708833,120.4596544
民雄鄉民權路與頂寮路口,23.571458,120.427371
嘉義縣梅山鄉大南所前路口,23.5715453,120.5481275
梅山鄉永興村九芎坑45-10號前,23.5715456,120.5547205
阿里山鄉豐山村3鄰石鼓盤67號旁(豐山3鄰內往豐山2鄰路口處),23.5717295,120.7427959
梅山鄉嘉151縣與嘉151-1縣3岔路口,23.5759333,120.6217953
民雄鄉台一縣省道虎尾寮路口,23.5765506,120.4420136
溪口鄉嘉91縣與南靖厝路口,23.576954,120.4143461
梅山鄉外環道路與公園路口,23.5802166,120.5550306
大林鎮明華里社區活動中心周邊出入口,23.5814524,120.472068
"新興路 玄廟路 學習街口
梅東村玄廟路與太坪路口",23.58213,120.5592354
梅山鄉自來水廠,23.5849008,120.4844819
梅山鄉往古坑、大林三岔路口,23.5849166,120.5525109
梅山鄉中山路吉祥街路口,23.585394,120.5542629
新港鄉海瀛村海豐子土地公廟路口,23.5854019,120.3515808
新港鄉埤子村157縣過港橋路口,23.5854019,120.3515808
溪口鄉溪民路妙崙村路口,23.5854019,120.3515808
溪口鄉嘉93縣柳溝村往大林鎮明華里下埤頭路口,23.5854019,120.3515808
梅山新興路與華山路口(梅豐超市)1020528移機,23.5873812,120.5506863
梅山鄉新市路與健康街路口,23.5873815,120.5572793
大林鎮嘉162縣14公里處,23.5908263,120.4441125
溪口鄉台一縣下員林路口(往三疊溪),23.591668,120.445164
新港鄉南崙村活動中心前路口,23.5925508,120.3547929
新港鄉南崙村崙子橋路口,23.5926116,120.3550633
大林鎮排路里往雲林縣大埤鄉路口,23.5953805,120.4388778
大林慈濟醫院前,23.5953815,120.4564411
大林鎮民生路與下潭底路口(慈濟醫院左側),23.5953815,120.4542471
大林鎮大民北路與民生路口,23.5968596,120.4621997
大林鎮上林里上林與中林路口,23.5989951,120.4678221
溪口鄉坪頂村下坪路10-1號前十字路口,23.5990572,120.4113585
大林鎮大美里互助社區路口,23.599601,120.512553
大林鎮平林里後火車站,23.6010548,120.4558295
大林鎮中山路與平和街口（大林火車站前）,23.6011913,120.4557044
大林鎮嘉162縣與嘉98縣路口,23.6016043,120.4402886
大林鎮嘉98縣5.5公里處十字路口,23.6016043,120.4402886
溪口鄉游東村和平橋堤防與往潭肚寮路口,23.6016043,120.4402886
溪西村嘉157縣與成功路口,23.6018736,120.3997819
溪口鄉中正路與民族西路口,23.6023746,120.3941693
大林鎮平林里蘭州街與德卿街路口,23.6024646,120.4600028
大林鎮中興路與四維路口,23.6026278,120.4623465
大林鎮?華里嘉162縣與台1縣路口,23.6039299,120.4474277
大林鎮中興路與蘭州路口,23.603931,120.471178
