name,address,lat,lng
林恒文診所,嘉義縣民雄鄉西安村西安路３０－１號,23.557558,120.427624
林家庭醫學科診所,嘉義縣朴子市平和路12之1號,23.4642345,120.2454904
林憲南外科診所,嘉義縣朴子市大同路２３５號,23.4612052,120.2414775
林憲慶中醫診所,嘉義縣新港鄉大興村中正路９４號,23.5576192,120.3468014
邵牙醫診所,嘉義縣布袋鎮西安里過溝廈厝３０－１９號,23.41612,120.180781
邱炳川診所,嘉義縣布袋鎮永安里大寮227號及 227號之1,23.37276,120.184663
長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣朴子市仁和里嘉朴路西段六號、八號,23.4623035,120.2859553
信昌中醫診所,嘉義縣民雄鄉西安村安和路５５號,23.5552444,120.4262564
侯守恩診所,嘉義縣朴子市中正里3鄰山通路106-1號1樓,23.4661,120.2456888
南榮診所,嘉義縣東石鄉副瀨村８０－５號,23.486855,120.172037
奕安診所,嘉義縣民雄鄉興南村頭橋５５７號之３１,23.523046,120.439407
恆德牙醫診所,嘉義縣朴子市中正里中正路一八七號,23.4651534,120.2429459
政國內兒科診所,嘉義縣鹿草鄉鹿草村１７５－８號,23.4128759,120.3081535
施昌德耳鼻喉科診所,嘉義縣中埔鄉和美村中山路五段八一九號,23.4516317,120.4619272
昭安診所,嘉義縣水上鄉水頭村中興路406號,23.431141,120.400162
柯診所,嘉義縣中埔鄉中埔村10鄰71-30號1、2樓,23.425139,120.522952
洪牙醫診所,嘉義縣新港鄉大興路５號,23.5574368,120.3469654
活泉診所,嘉義縣竹崎鄉坑仔坪153之11號,23.5165863,120.5484794
祈安診所,嘉義縣布袋鎮新民里新塭二四五號,23.3271811,120.1594093
美好牙醫診所,嘉義縣番路鄉下坑村下坑38-28號,23.470912,120.537011
重安中醫診所,嘉義縣朴子市大同路262號之1,23.4615161,120.2399715
重德中醫診所,嘉義縣太保市安仁里太保五路98號,23.4567132,120.2985873
恒康診所,嘉義縣朴子市中正里中正路238號,23.4652183,120.2428622
原世安中醫診所,嘉義縣民雄鄉東榮村中樂路七號,23.556287,120.431376
員祐耳鼻喉科診所,嘉義縣朴子市新榮路90號,23.461227,120.2452695
家麟診所,嘉義縣梅山鄉梅南村中山路八鄰十二號,23.5826385,120.5586737
恩凱爾外科診所,嘉義縣民雄鄉東榮村建國路一段128號,23.557066,120.433878
秦世強眼科診所,嘉義縣朴子市永和里三十五之二一號,23.4638451,120.235754
純青中醫診所,嘉義縣朴子市開元路217號,23.4662368,120.2436045
翁牙醫診所,嘉義縣義竹鄉仁里村407-17號1樓2樓及407-14號1樓2樓,23.337562,120.243126
馬志宏診所,嘉義縣太保市太保里17之2號,23.4536607,120.3346248
高牙醫診所,嘉義縣大林鎮平林里中興路二四九號,23.6029225,120.4612899
高聖診所,嘉義縣朴子市開元路二二三號,23.4662413,120.2434589
乾元中醫診所,嘉義縣太保市後潭里後潭４０９號,23.4524654,120.3426179
健安診所,嘉義縣太保市仁愛路１０２號,23.4972729,120.3876646
健美牙醫診所,嘉義縣朴子市海通路２１之１號,23.4637647,120.2450401
國泰診所,嘉義縣民雄鄉福樂村埤角519號1樓,23.526231,120.442861
崇仁牙醫診所,嘉義縣新港鄉中正路156-1號,23.5600851,120.347358
崇仁家庭醫學科診所,嘉義縣中埔鄉和美村中山路５段９７０號,23.454367,120.459733
崇安牙醫診所,嘉義縣水上鄉民生社區忠孝街175號2樓,23.4485699,120.433748
崇德家庭醫學科診所,嘉義縣布袋鎮東安里７６之３號,23.4174692,120.1809985
常春堂中醫診所,嘉義縣中埔鄉中埔村１５鄰１５４－５號,23.425013,120.521684
康明診所,嘉義縣新港鄉福德路18號,23.556601,120.3457576
張介山診所,嘉義縣民雄鄉東榮村民族路二十二之三號,23.5553029,120.4306089
張文真內科診所,嘉義縣新港鄉新民路７６巷１號,23.5560773,120.3484213
張國諒耳鼻喉科診所,嘉義縣朴子市開元路１５２號,23.4673057,120.2446737
張眼科診所,嘉義縣民雄鄉西安村西安路42-1號,23.5572222,120.425987
張鐸寶診所,嘉義縣民雄鄉中樂村保生街３１號,23.5526847,120.4284903
得安診所,嘉義縣民雄鄉福樂村埤角524號,23.52634,120.443145
得惠牙醫診所,嘉義縣溪口鄉溪東村民生街２５號,23.6042911,120.3993573
現代牙醫診所,嘉義縣朴子市永和里三之三號,23.4631135,120.2268246
祥和診所,嘉義縣太保市安仁里太保二路145號,23.4549649,120.2950948
許凱程神經科診所,嘉義縣民雄鄉中樂路26號,23.556247,120.430513
郭宗豪診所,嘉義縣大林鎮內林里中正路四八六號,23.6073085,120.4591346
陳永德牙醫診所,嘉義縣民雄鄉建國路三段１１４號1樓及2樓,23.521937,120.440068
陳宗仁耳鼻喉科診所,嘉義縣朴子市竹圍里新榮路五十八號,23.4606632,120.2452027
陳炳憲診所,嘉義縣水上鄉水頭村正義路7、9號,23.430699,120.400286
陳景昇診所,嘉義縣溪口鄉坪頂村溪民路１９號,23.6041849,120.4002954
陳憲立診所,嘉義縣大林鎮中興路二十九號,23.604095,120.4549477
陳錦煌診所,嘉義縣新港鄉宮前村新民路三十二號,23.5564931,120.3472099
勝博診所,嘉義縣東石鄉猿樹村七鄰一四三之一號,23.460151,120.154219
博愛牙醫診所,嘉義縣布袋鎮興中里上海東路１號,23.3786477,120.1678421
惠生診所,嘉義縣太保市北新里17鄰中山路一段802號,23.4987649,120.377178
惠德診所,嘉義縣民雄鄉三興村大學路一段281號,23.5588546,120.4698583
景泰診所,嘉義縣中埔鄉隆興村十字路15之2號,23.441429,120.529469
曾牙醫診所,嘉義縣民雄鄉昇平路２－３號,23.5564981,120.4300024
腎泰診所,嘉義縣竹崎鄉灣橋村灣橋189號,23.4921464,120.5030445
華德診所,嘉義縣中埔鄉中山路5段804號,23.4516975,120.4618242
華濟醫院,嘉義縣太保市麻寮里北港路二段６０１巷６６號,23.501309,120.365184
超群診所,嘉義縣太保市春珠里一六四之十號,23.4534853,120.3338223
辜柏楠眼科診所,嘉義縣朴子市中正里中正路一三二號,23.4669186,120.245516
陽明診所,嘉義縣竹崎鄉竹崎村中山路２２６號,23.5197204,120.5496578
順生本草中醫診所,嘉義縣梅山鄉永興村九芎坑54-38號,23.573954,120.553323
黃內科診所,嘉義縣竹崎鄉竹崎村復興路２５號,23.5216342,120.5500086
黃牙醫診所,嘉義縣朴子市海通路１３８－１號,23.4639751,120.2368031
黃志南家庭醫學科內科診所,嘉義縣竹崎鄉獅埜村東義二○之十一號,23.5126698,120.491062
黃志誠家庭醫學科耳鼻喉科診所,嘉義縣太保市後潭里３５６號,23.4521874,120.342708
黃俊瑋診所,嘉義縣民雄鄉中樂村4鄰昇平路62號,23.5578831,120.4303296
黃威雄耳鼻喉科診所,嘉義縣民雄鄉興南村4鄰建國路三段191號1樓,23.5241464,120.4390617
黃順風診所,嘉義縣朴子市開元路順天里二六四號,23.4657818,120.2427769
筌琳牙醫診所,嘉義縣太保市後潭里十三鄰後潭三八八之五號,23.454792,120.3456213
傳承中醫診所,嘉義縣民雄鄉西安村復興路99號1樓,23.5578997,120.4284261
微笑牙醫診所,嘉義縣新港鄉福德路9號,23.5564329,120.3459928
慈音中醫診所,嘉義縣民雄鄉興中村江厝店５４之１２號,23.5244025,120.4217402
愛鄰牙醫診所,嘉義縣中埔鄉和睦村中華路852號1樓,23.4496817,120.4595561
新世代牙醫診所,嘉義縣太保市北新里中山路一段570號,23.4984252,120.3790324
楊仁德診所,嘉義縣水上鄉水頭村正義路一巷１０號,23.430353,120.400626
楊景男牙醫診所,嘉義縣梅山鄉梅北村六鄰中山路218號,23.5841668,120.5570718
瑞良中醫診所,嘉義縣大林鎮中山路50號1樓,23.6020146,120.4552864
萬安診所,嘉義縣溪口鄉溪西村三鄰民生街188號,23.6032186,120.3954186
聖光診所,嘉義縣番路鄉下坑村下坑四十六之十五號,23.472964,120.535963
葉中醫診所,嘉義縣新港鄉大興村中正路一二八號,23.5587801,120.3470545
裕生診所,嘉義縣梅山鄉中山路１０６號,23.582564,120.558803
誠藝牙醫診所,嘉義縣朴子市新榮路１６０號,23.4626502,120.2453731
鼎和診所,嘉義縣朴子市八德路43號1樓、45號1樓,23.4629449,120.2409588
嘉民診所,嘉義縣民雄鄉興南村建國路三段５７之１１號,23.519577,120.439965
嘉安診所,嘉義縣太保市崙頂里6鄰橋子頭43號,23.4496714,120.3154062
嘉其耳鼻喉科診所,嘉義縣新港鄉登雲路50號,23.5557221,120.3486163
嘉信牙醫診所,嘉義縣水上鄉中興路316號2樓,23.43047,120.401958
嘉南牙醫診所,嘉義縣朴子市山通路３之４號,23.4667096,120.2505538
嘉南診所,嘉義縣六腳鄉蒜東村10鄰蒜頭611號,23.488845,120.2918712
嘉恩診所,嘉義縣水上鄉水頭村18鄰中興路265號1樓,23.4302857,120.4021878
嘉義縣大林鎮衛生所,嘉義縣大林鎮平林里中山路252號,23.6069231,120.4556204
嘉義縣大埔鄉衛生所,嘉義縣大埔鄉大埔村５３－１號,23.2952695,120.5932586
嘉義縣中埔鄉衛生所,嘉義縣中埔鄉中埔村中埔１３０號之１,23.4255769,120.5227535
嘉義縣六腳鄉衛生所,嘉義縣六腳鄉蒜頭村15鄰蒜頭73-1號,23.4933915,120.2916428
嘉義縣太保市衛生所,嘉義縣太保市後潭里四四三號,23.452932,120.339468
嘉義縣水上鄉衛生所,嘉義縣水上鄉水上村正義路一四五號,23.428067,120.397673
嘉義縣布袋鎮衛生所,嘉義縣布袋鎮新厝里二十一號,23.3814514,120.1698975
嘉義縣民雄鄉衛生所,嘉義縣民雄鄉中樂村文化路７之２號,23.551314,120.427478
嘉義縣立慢性病防治所,嘉義縣太保市安仁里祥和新村祥和二路東段３號,23.4576259,120.293003
嘉義縣朴子市衛生所,嘉義縣朴子市安福里光復路四○號,23.4655932,120.2465817
嘉義縣竹崎鄉衛生所,嘉義縣竹崎鄉竹崎村文化路十九之一號,23.5215218,120.5520216
嘉義縣東石鄉衛生所,嘉義縣東石鄉東石村三之七號,23.458374,120.152589
嘉義縣阿里山鄉衛生所,嘉義縣阿里山鄉樂野村3鄰97-2號,23.4665164,120.7018659
嘉義縣梅山鄉衛生所,嘉義縣梅山鄉華山路１８號,23.586551,120.555596
嘉義縣鹿草鄉衛生所,嘉義縣鹿草鄉西井村二八七之三號,23.4113896,120.3083201
嘉義縣番路鄉衛生所,嘉義縣番路鄉下坑村菜公店６０號,23.463354,120.554014
嘉義縣新港鄉衛生所,嘉義縣新港鄉宮前村中山路一六七號,23.5524037,120.3475653
嘉義縣溪口鄉衛生所,嘉義縣溪口鄉溪北村二鄰中山路1號,23.6064056,120.3948197
嘉義縣義竹鄉衛生所,嘉義縣義竹鄉仁里村義竹422-1號,23.337068,120.242821
嘉儀診所,嘉義縣新港鄉月眉村12鄰月眉潭128號之3,23.5213274,120.3552588
嘉德診所,嘉義縣太保市北新里中山路1段578號,23.4984414,120.3789599
榮邦診所,嘉義縣番路鄉新福村大庄33之1號,23.458475,120.530321
漢隆婦產科診所,嘉義縣朴子市大同路２６６號,23.4615288,120.2398211
維祥中醫診所,嘉義縣水上鄉水上村正義路１２０號,23.429702,120.398548
維德診所,嘉義縣水上鄉中興路560號5樓,23.4329281,120.3984027
臺中榮民總醫院灣橋分院,嘉義縣竹崎鄉灣橋村石麻園38號,23.48725,120.5068585
趙剛內科診所,嘉義縣朴子市海通路６６號,23.4638404,120.2424684
銓錀牙醫診所,嘉義縣朴子市平和里海通路8號1-2樓,23.464007,120.2493997
劉芳芸中醫診所,嘉義縣大林鎮西林里中正路四八六號,23.6022084,120.4537642
劉家出診所,嘉義縣水上鄉柳鄉村柳子林１８５之１３號,23.436034,120.416714
劉鎮嘉診所,嘉義縣大林鎮平林里33鄰中興路264號,23.6026755,120.4614642
德仁診所,嘉義縣義竹鄉六桂村二三五之二號,23.3360919,120.244038
德生婦產科診所,嘉義縣朴子市中正里中正路１１７號,23.4663863,120.2450128
德明牙醫診所,嘉義縣水上鄉水頭村中興路３４６號,23.430676,120.401452
德南診所,嘉義縣鹿草鄉西井村６２８號,23.407809,120.306292
德家診所,嘉義縣朴子市海通路二十一之四號,23.4637459,120.244795
慶安診所,嘉義縣竹崎鄉灣橋村灣橋224號,23.4909959,120.505899
慧安診所,嘉義縣六腳鄉蒜頭村７４－１０號,23.4939831,120.291806
樂健診所,嘉義縣六腳鄉蒜南村7鄰蒜頭414之45號,23.4908174,120.2897831
練穎霜婦產科診所,嘉義縣朴子市大葛里吉祥六街33號,23.4566305,120.2859266
蔡元慶診所,嘉義縣中埔鄉金蘭村頂山門34之63號,23.446434,120.494052
蔡秀逸外科婦產科診所,嘉義縣布袋鎮光復里光復路一段１５號,23.3770325,120.1675899
蔡眼科診所,嘉義縣朴子市新榮路156號1樓、158號1樓,23.462578,120.2453738
衛生福利部朴子醫院,嘉義縣朴子市永和里5鄰應菜埔４２－５０號,23.4644524,120.2346391
賜安診所,嘉義縣水上鄉水頭村正義路五十三號,23.4302534,120.3994662
輝安診所,嘉義縣民雄鄉民權路３號,23.5585442,120.4300544
鄭兆陽診所,嘉義縣大林鎮中正路５８６號,23.6046003,120.4542987
鄭滄海中醫診所,嘉義縣民雄鄉中樂村中樂路７５號,23.5561452,120.4293764
璟文診所,嘉義縣竹崎鄉竹崎村中華路84號,23.5198955,120.5480367
蕭惠中診所,嘉義縣新港鄉大興村福德路四十二號,23.55664,120.345128
蕭賜彥診所,嘉義縣民雄鄉雙福村建國路３段２５２號,23.526156,120.43912
賴政友診所,嘉義縣民雄鄉東榮村和平路９號,23.555435,120.431228
賴眼科診所,嘉義縣新港鄉中山路八十五之三號一樓,23.5550457,120.3475211
賴旗真診所,嘉義縣民雄鄉中樂村文化路31之2號,23.5525339,120.4296461
錦洲診所,嘉義縣溪口鄉溪東村民生街５６號,23.6041097,120.3984532
龍德牙醫診所,嘉義縣太保市後潭里３７２之7號,23.4524169,120.3408979
鴻仁牙醫診所,嘉義縣中埔鄉和美村中山路５段886-888號,23.4524717,120.4604498
鴻元牙醫診所,嘉義縣朴子市竹圍里大同路二八三號,23.4614393,120.2375008
鴻欣牙醫診所,嘉義縣太保市安仁里祥和一路東段98號1-2樓,23.4589877,120.2929422
簡內兒科診所,嘉義縣大林鎮中山路１４１號,23.6043785,120.4552421
簡崑山診所,嘉義縣水上鄉水頭村中正路118號,23.4282218,120.402121
豐禾牙醫診所,嘉義縣民雄鄉東榮村東榮路八號之一,23.55743,120.4332975
顏診所,嘉義縣朴子市文化北路１１８號,23.466776,120.2412784
魏牙醫診所,嘉義縣竹崎鄉和平村田寮９６之３號,23.517895,120.548724
懷生中醫診所,嘉義縣梅山鄉梅東村社教路五十二號,23.5786554,120.5601606
羅牙醫診所,嘉義縣竹崎鄉竹崎村民生路１３號,23.5199126,120.5493017
羅眼科診所,嘉義縣朴子市文化里13鄰海通路54號,23.4637727,120.2438317
蘭潭牙醫診所,嘉義縣太保市麻寮里中山路二段一七七之十四號,23.4996719,120.3689099
