year,season,year_season,city,total_population,total_population_increase,births,deaths,natural_increase_rate,immigrants,emigrants,social_increase_rate,total_increase_rate
99,4,994,新竹縣,513015,918,1275,842,0.84,5283,4798,0.95,1.79
99,4,994,苗栗縣,560968,411,1174,1054,0.21,4584,4293,0.52,0.73
99,4,994,台中縣,1566120,1543,3209,2250,0.61,13858,13274,0.37,0.99
99,4,994,彰化縣,1307286,-557,2704,2208,0.38,9081,10134,-0.81,-0.43
99,4,994,南投縣,526491,-808,889,1017,-0.24,3554,4234,-1.29,-1.53
99,4,994,雲林縣,717653,-401,1375,1582,-0.29,5563,5757,-0.27,-0.56
99,4,994,嘉義縣,543248,-605,902,1328,-0.78,4570,4749,-0.33,-1.11
99,4,994,台南縣,1101521,-345,1723,2220,-0.45,8516,8364,0.14,-0.31
99,4,994,高雄縣,1243536,204,2025,2259,-0.19,11922,11484,0.35,0.16
99,4,994,屏東縣,873509,-1870,1348,1844,-0.57,6635,8009,-1.57,-2.14
99,4,994,台東縣,230673,-268,488,580,-0.4,1883,2059,-0.76,-1.16
99,4,994,花蓮縣,338805,-490,631,818,-0.55,3928,4231,-0.89,-1.45
99,4,994,澎湖縣,96918,430,178,210,-0.33,1357,895,4.77,4.44
99,4,994,基隆市,384134,-820,529,695,-0.43,4622,5276,-1.7,-2.13
99,4,994,新竹市,415344,1021,1220,529,1.66,5143,4813,0.79,2.46
99,4,994,台中市,1082299,1682,1997,1322,0.62,16925,15918,0.93,1.55
99,4,994,嘉義市,272390,-321,442,440,0.01,3055,3378,-1.19,-1.18
99,4,994,台南市,772273,385,1363,1152,0.27,8682,8508,0.23,0.5
99,4,994,福建省,107308,1260,329,147,1.7,2257,1179,10.05,11.74
99,4,994,金門縣,97364,1273,305,137,1.73,2104,999,11.35,13.07
99,4,994,連江縣,9944,-13,24,10,1.41,153,180,-2.72,-1.31
99,3,993,台北市,2608923,6055,4506,3776,0.28,53348,48023,2.04,2.32
99,3,993,高雄市,1529445,1318,2630,2374,0.17,24048,22986,0.69,0.86
99,3,993,台灣省,18901674,-638,32663,29889,0.15,259457,262869,-0.18,-0.03
99,3,993,新北市,3892603,11860,6463,4505,0.5,66392,56490,2.54,3.04
99,3,993,宜蘭縣,460679,75,874,811,0.14,6447,6435,0.03,0.17
99,3,993,桃園縣,2002318,-14729,3758,2439,0.66,29033,45081,-8.01,-7.35
99,3,993,新竹縣,512097,2295,1205,809,0.77,8393,6494,3.71,4.48
99,3,993,苗栗縣,560557,636,1052,1064,-0.02,6182,5534,1.16,1.14
99,3,993,台中縣,1564577,2695,2859,2185,0.43,18019,15998,1.29,1.72
99,3,993,彰化縣,1307843,-1083,2539,2177,0.28,10978,12423,-1.1,-0.82
99,3,993,南投縣,527299,-984,808,1075,-0.51,4800,5517,-1.36,-1.87
99,3,993,雲林縣,718054,-617,1246,1555,-0.43,7741,8049,-0.43,-0.86
99,3,993,嘉義縣,543853,-929,843,1192,-0.64,5767,6347,-1.07,-1.71
99,3,993,台南縣,1101866,-193,1620,2256,-0.58,11071,10628,0.4,-0.18
99,3,993,高雄縣,1243332,777,1863,2278,-0.33,15490,14298,0.96,0.63
99,3,993,屏東縣,875379,-2683,1254,1906,-0.74,8805,10836,-2.32,-3.06
99,3,993,台東縣,230941,-796,410,536,-0.55,2572,3242,-2.9,-3.45
99,3,993,花蓮縣,339295,-376,560,753,-0.57,5560,5743,-0.54,-1.11
99,3,993,澎湖縣,96488,100,161,222,-0.63,1489,1328,1.67,1.04
99,3,993,基隆市,384954,-915,499,665,-0.43,6411,7160,-1.95,-2.38
99,3,993,新竹市,414323,1430,1133,538,1.44,7348,6513,2.02,3.46
99,3,993,台中市,1080617,2594,1883,1332,0.51,21914,19871,1.89,2.4
99,3,993,嘉義市,272711,-171,415,466,-0.19,4039,4159,-0.44,-0.63
99,3,993,台南市,771888,376,1218,1125,0.12,11006,10723,0.37,0.49
99,3,993,福建省,106048,974,267,126,1.33,2401,1568,7.85,9.18
99,3,993,金門縣,96091,946,241,114,1.32,2138,1319,8.52,9.84
99,3,993,連江縣,9957,28,26,12,1.41,263,249,1.41,2.82
99,2,992,台北市,2602868,-1876,4230,3807,0.16,45407,47706,-0.88,-0.72
99,2,992,高雄市,1528127,-179,2479,2148,0.22,22793,23303,-0.33,-0.11
99,2,992,台灣省,18902312,8986,32020,29138,0.15,268695,262591,0.32,0.47
99,2,992,新北市,3880743,-1296,6605,4507,0.54,61739,65133,-0.87,-0.33
99,2,992,宜蘭縣,460604,-1179,795,827,-0.07,4915,6062,-2.49,-2.56
99,2,992,桃園縣,2017047,34086,3793,2476,0.65,58295,25526,16.25,16.9
99,2,992,新竹縣,509802,-2050,1263,837,0.84,6339,8815,-4.86,-4.02
99,2,992,苗栗縣,559921,-1701,935,1020,-0.15,4959,6575,-2.89,-3.04
99,2,992,台中縣,1561882,-775,2723,2233,0.31,16891,18156,-0.81,-0.5
99,2,992,彰化縣,1308926,-2775,2498,2204,0.22,9888,12957,-2.34,-2.12
99,2,992,南投縣,528283,-1915,817,1011,-0.37,4526,6247,-3.26,-3.63
99,2,992,雲林縣,718671,-3113,1184,1479,-0.41,6109,8927,-3.92,-4.33
99,2,992,嘉義縣,544782,-2119,785,1188,-0.74,4902,6618,-3.15,-3.89
99,2,992,台南縣,1102059,-1458,1502,2017,-0.47,10975,11918,-0.86,-1.33
99,2,992,高雄縣,1242555,-430,1786,2086,-0.24,15398,15528,-0.1,-0.34
99,2,992,屏東縣,878062,-3323,1255,1759,-0.57,7755,10574,-3.21,-3.78
99,2,992,台東縣,231737,-951,405,569,-0.71,2138,2925,-3.4,-4.11
99,2,992,花蓮縣,339671,-1123,544,774,-0.68,4762,5655,-2.63,-3.31
99,2,992,澎湖縣,96388,-71,152,206,-0.56,1065,1082,-0.18,-0.74
99,2,992,基隆市,385869,-1755,553,652,-0.26,5365,7021,-4.29,-4.55
99,2,992,新竹市,412893,43,1132,518,1.49,6358,6929,-1.38,0.11
99,2,992,台中市,1078023,1862,1703,1307,0.37,21625,20159,1.36,1.73
99,2,992,嘉義市,272882,-835,432,411,0.08,3580,4436,-3.14,-3.06
99,2,992,台南市,771512,-136,1158,1057,0.13,11111,11348,-0.31,-0.18
99,2,992,福建省,105074,357,266,125,1.34,1806,1590,2.06,3.4
99,2,992,金門縣,95145,444,238,114,1.3,1678,1358,3.36,4.66
99,2,992,連江縣,9929,-87,28,11,1.71,128,232,-10.47,-8.76
99,1,991,台北市,2604744,-2684,4639,3981,0.25,36179,39521,-1.28,-1.03
99,1,991,高雄市,1528306,392,2726,2340,0.25,20140,20134,0,0.25
99,1,991,台灣省,18893326,12618,36062,31137,0.26,222154,214461,0.41,0.67
99,1,991,新北市,3882039,8386,7394,4747,0.68,51742,46003,1.48,2.16
99,1,991,宜蘭縣,461783,158,861,874,-0.03,5736,5565,0.37,0.34
99,1,991,桃園縣,1982961,4179,4217,2651,0.79,25411,22798,1.32,2.11
99,1,991,新竹縣,511852,970,1288,895,0.77,6194,5617,1.13,1.9
99,1,991,苗栗縣,561622,-122,1037,1164,-0.23,5217,5212,0.01,-0.22
99,1,991,台中縣,1562657,531,3138,2348,0.51,15309,15568,-0.17,0.34
99,1,991,彰化縣,1311701,-766,2842,2345,0.38,10574,11837,-0.96,-0.58
99,1,991,南投縣,530198,-626,906,1151,-0.46,4869,5250,-0.72,-1.18
99,1,991,雲林縣,721784,-1011,1252,1663,-0.57,6644,7244,-0.83,-1.4
99,1,991,嘉義縣,546901,-815,955,1262,-0.56,5564,6072,-0.93,-1.49
99,1,991,台南縣,1103517,-829,1669,2262,-0.54,10128,10364,-0.21,-0.75
99,1,991,高雄縣,1242985,12,2166,2165,0,12853,12842,0.01,0.01
99,1,991,屏東縣,881385,-1255,1404,1901,-0.56,8949,9707,-0.86,-1.42
99,1,991,台東縣,232688,191,419,591,-0.74,3082,2719,1.56,0.82
99,1,991,花蓮縣,340794,-170,606,754,-0.43,4854,4876,-0.06,-0.49
99,1,991,澎湖縣,96459,249,171,210,-0.4,1397,1109,2.99,2.59
99,1,991,基隆市,387624,-697,610,653,-0.11,5039,5693,-1.69,-1.8
99,1,991,新竹市,412850,1263,1258,595,1.61,6159,5559,1.45,3.06
99,1,991,台中市,1076161,2526,2025,1363,0.62,18641,16777,1.73,2.35
99,1,991,嘉義市,273717,-144,485,426,0.22,3865,4068,-0.74,-0.52
99,1,991,台南市,771648,588,1359,1117,0.31,9927,9581,0.45,0.76
99,1,991,福建省,104717,995,290,131,1.52,2264,1428,7.98,9.5
99,1,991,金門縣,94701,898,269,116,1.62,1947,1202,7.87,9.49
99,1,991,連江縣,10016,97,21,15,0.6,317,226,9.09,9.69
98,4,984,台北市,2607428,-1168,5367,3650,0.66,35130,38015,-1.11,-0.45
98,4,984,高雄市,1527914,1117,3114,2291,0.54,19788,19494,0.19,0.73
98,4,984,台灣省,18880708,31432,44526,29564,0.79,205551,189081,0.87,1.66
98,4,984,新北市,3873653,11013,8981,4448,1.17,48978,42498,1.67,2.84
98,4,984,宜蘭縣,461625,422,1018,844,0.38,5113,4865,0.54,0.92
98,4,984,桃園縣,1978782,6147,5208,2432,1.4,22699,19328,1.7,3.1
98,4,984,新竹縣,510882,1999,1672,808,1.69,5678,4543,2.22,3.91
98,4,984,苗栗縣,561744,647,1253,1054,0.35,4797,4349,0.8,1.15
98,4,984,台中縣,1562126,2062,3878,2167,1.1,14518,14167,0.22,1.32
98,4,984,彰化縣,1312467,938,3489,2177,1,9340,9714,-0.28,0.72
98,4,984,南投縣,530824,69,1103,1039,0.12,4217,4212,0.01,0.13
98,4,984,雲林縣,722795,188,1707,1609,0.14,6248,6158,0.12,0.26
98,4,984,嘉義縣,547716,531,1169,1214,-0.08,5220,4644,1.05,0.97
98,4,984,台南縣,1104346,278,2245,2175,0.06,9650,9442,0.19,0.25
98,4,984,高雄縣,1242973,1053,2693,2160,0.43,12573,12053,0.42,0.85
98,4,984,屏東縣,882640,129,1732,1910,-0.2,8474,8167,0.35,0.15
98,4,984,台東縣,232497,262,511,603,-0.4,2322,1968,1.52,1.12
98,4,984,花蓮縣,340964,89,715,745,-0.09,3991,3872,0.35,0.26
98,4,984,澎湖縣,96210,765,224,163,0.63,1551,847,7.32,7.95
98,4,984,基隆市,388321,-155,685,655,0.08,4833,5018,-0.48,-0.4
98,4,984,新竹市,411587,1676,1486,554,2.26,5659,4915,1.81,4.07
98,4,984,台中市,1073635,2518,2496,1275,1.14,17373,16076,1.21,2.35
98,4,984,嘉義市,273861,-15,604,434,0.62,3187,3372,-0.68,-0.06
98,4,984,台南市,771060,816,1657,1098,0.72,9130,8873,0.33,1.05
98,4,984,福建省,103722,1950,336,131,1.98,2886,1141,16.82,18.8
98,4,984,金門縣,93803,1913,304,117,1.99,2701,975,18.4,20.39
98,4,984,連江縣,9919,37,32,14,1.81,185,166,1.92,3.73
98,3,983,台北市,2608596,-7924,4740,3789,0.36,47816,56691,-3.4,-3.04
98,3,983,高雄市,1526797,377,2804,2242,0.37,25093,25278,-0.12,0.25
98,3,983,台灣省,18849276,22140,39334,28886,0.55,256222,244530,0.62,1.17
98,3,983,新北市,3862640,13148,7980,4298,0.95,65278,55812,2.45,3.4
98,3,983,宜蘭縣,461203,-258,899,762,0.3,7416,7811,-0.86,-0.56
98,3,983,桃園縣,1972635,5597,4516,2334,1.11,29649,26234,1.73,2.84
98,3,983,新竹縣,508883,2337,1506,728,1.53,7496,5937,3.06,4.59
98,3,983,苗栗縣,561097,516,1202,996,0.37,5573,5263,0.55,0.92
98,3,983,台中縣,1560064,886,3313,2020,0.83,16561,16968,-0.26,0.57
98,3,983,彰化縣,1311529,-636,2959,2131,0.63,10231,11695,-1.12,-0.49
98,3,983,南投縣,530755,-552,939,979,-0.08,4905,5417,-0.96,-1.04
98,3,983,雲林縣,722607,-458,1492,1564,-0.1,6710,7096,-0.53,-0.63
98,3,983,嘉義縣,547185,-365,1079,1216,-0.25,5809,6037,-0.42,-0.67
98,3,983,台南縣,1104068,279,2018,2104,-0.08,11328,10963,0.33,0.25
98,3,983,高雄縣,1241920,-732,2413,2567,-0.12,14810,15388,-0.47,-0.59
98,3,983,屏東縣,882511,-564,1615,1780,-0.19,9740,10139,-0.45,-0.64
98,3,983,台東縣,232235,164,509,578,-0.3,3083,2850,1,0.7
98,3,983,花蓮縣,340875,-28,627,795,-0.49,5381,5241,0.41,-0.08
98,3,983,澎湖縣,95445,559,193,203,-0.1,1756,1187,5.96,5.86
98,3,983,基隆市,388476,-227,656,625,0.08,6889,7147,-0.66,-0.58
98,3,983,新竹市,409911,1445,1362,505,2.09,7215,6627,1.43,3.52
98,3,983,台中市,1071117,972,2096,1219,0.82,21040,20945,0.09,0.91
98,3,983,嘉義市,273876,-295,506,405,0.37,4069,4465,-1.45,-1.08
98,3,983,台南市,770244,352,1454,1077,0.49,11283,11308,-0.03,0.46
98,3,983,福建省,101772,2503,288,126,1.59,3577,1236,23,24.59
98,3,983,金門縣,91890,2419,266,116,1.63,3266,997,24.69,26.32
98,3,983,連江縣,9882,84,22,10,1.21,311,239,7.29,8.5
98,2,982,台北市,2616520,-3400,3988,3826,0.06,40848,44410,-1.36,-1.3
98,2,982,高雄市,1526420,-174,2264,2192,0.05,22163,22409,-0.16,-0.11
98,2,982,台灣省,18827136,11125,32901,28547,0.23,234671,227900,0.36,0.59
98,2,982,新北市,3849492,5702,6494,4468,0.53,55164,51488,0.95,1.48
98,2,982,宜蘭縣,461461,553,789,838,-0.11,7885,7283,1.3,1.19
98,2,982,桃園縣,1967038,3492,3840,2300,0.78,25484,23532,0.99,1.77
98,2,982,新竹縣,506546,1778,1286,734,1.09,7234,6008,2.42,3.51
98,2,982,苗栗縣,560581,-63,991,1086,-0.17,5124,5092,0.06,-0.11
98,2,982,台中縣,1559178,-276,2907,2116,0.51,14910,15977,-0.68,-0.17
98,2,982,彰化縣,1312165,-816,2516,2139,0.29,10392,11585,-0.91,-0.62
98,2,982,南投縣,531307,-323,789,1052,-0.5,4922,4982,-0.11,-0.61
98,2,982,雲林縣,723065,-209,1252,1559,-0.42,7438,7340,0.14,-0.28
98,2,982,嘉義縣,547550,-489,903,1087,-0.34,5960,6265,-0.56,-0.9
98,2,982,台南縣,1103789,-500,1718,2008,-0.26,10445,10655,-0.19,-0.45
98,2,982,高雄縣,1242652,-804,2118,2054,0.05,13608,14476,-0.7,-0.65
98,2,982,屏東縣,883075,-992,1311,1711,-0.45,8906,9498,-0.67,-1.12
98,2,982,台東縣,232071,178,366,536,-0.73,3324,2976,1.5,0.77
98,2,982,花蓮縣,340903,-319,539,727,-0.55,4977,5108,-0.38,-0.93
98,2,982,澎湖縣,94886,913,151,207,-0.59,2133,1164,10.21,9.62
98,2,982,基隆市,388703,-61,535,612,-0.2,6038,6022,0.04,-0.16
98,2,982,新竹市,408466,1147,1089,541,1.34,6605,6006,1.47,2.81
98,2,982,台中市,1070145,1608,1718,1307,0.38,18918,17721,1.12,1.5
98,2,982,嘉義市,274171,103,377,418,-0.15,4099,3955,0.53,0.38
98,2,982,台南市,769892,503,1212,1047,0.21,11105,10767,0.44,0.65
98,2,982,福建省,99269,3244,247,137,1.11,4578,1444,31.57,32.68
98,2,982,金門縣,89471,3207,224,127,1.08,4342,1232,34.76,35.84
98,2,982,連江縣,9798,37,23,10,1.33,236,212,2.45,3.78
98,1,981,台北市,2619920,-3003,5308,3995,0.5,37149,41465,-1.65,-1.15
98,1,981,高雄市,1526594,952,2934,2395,0.35,22658,22245,0.27,0.62
98,1,981,台灣省,18816011,21870,42873,31688,0.59,237525,226840,0.57,1.16
98,1,981,新北市,3843790,10060,8638,4745,1.01,53615,47448,1.6,2.61
98,1,981,宜蘭縣,460908,6,931,857,0.16,5653,5721,-0.15,0.01
98,1,981,桃園縣,1963546,4860,4951,2724,1.13,26115,23482,1.34,2.47
98,1,981,新竹縣,504768,1495,1579,904,1.34,6551,5731,1.62,2.96
98,1,981,苗栗縣,560644,247,1193,1146,0.08,5415,5215,0.36,0.44
98,1,981,台中縣,1559454,1510,3838,2322,0.97,16854,16860,0,0.97
98,1,981,彰化縣,1312981,46,3281,2348,0.71,12383,13270,-0.68,0.03
98,1,981,南投縣,531630,-123,1083,1181,-0.18,5385,5410,-0.05,-0.23
98,1,981,雲林縣,723274,-400,1515,1714,-0.28,7389,7590,-0.28,-0.56
98,1,981,嘉義縣,548039,-692,1101,1242,-0.26,5841,6392,-1.01,-1.27
98,1,981,台南縣,1104289,-263,2195,2307,-0.1,12122,12273,-0.14,-0.24
98,1,981,高雄縣,1243456,44,2737,2288,0.36,14505,14910,-0.33,0.03
98,1,981,屏東縣,884067,-771,1679,1986,-0.35,9563,10027,-0.52,-0.87
98,1,981,台東縣,231893,44,554,595,-0.18,2772,2687,0.37,0.19
98,1,981,花蓮縣,341222,-211,731,832,-0.3,4974,5084,-0.32,-0.62
98,1,981,澎湖縣,93973,665,196,183,0.14,1656,1004,6.94,7.08
98,1,981,基隆市,388764,-215,708,685,0.06,5491,5729,-0.61,-0.55
98,1,981,新竹市,407319,1948,1391,612,1.91,6717,5548,2.87,4.78
98,1,981,台中市,1068537,2409,2355,1379,0.91,19192,17759,1.34,2.25
98,1,981,嘉義市,274068,275,520,464,0.2,4057,3838,0.8,1
98,1,981,台南市,769389,936,1697,1174,0.68,11275,10862,0.54,1.22
98,1,981,福建省,96025,1700,286,123,1.7,2906,1369,16.01,17.71
98,1,981,金門縣,86264,1694,256,111,1.68,2693,1144,17.96,19.64
98,1,981,連江縣,9761,6,30,12,1.84,213,225,-1.23,0.61
97,4,974,台北市,2622923,-10,5682,3899,0.68,37439,39232,-0.68,0
97,4,974,高雄市,1525642,1768,3301,2259,0.68,22650,21924,0.48,1.16
97,4,974,台灣省,18794141,26662,46642,29658,0.9,228937,219259,0.51,1.41
97,4,974,新北市,3833730,11907,9087,4343,1.24,53372,46209,1.87,3.11
97,4,974,宜蘭縣,460902,-192,1038,879,0.34,5154,5505,-0.76,-0.42
97,4,974,桃園縣,1958686,6365,5360,2329,1.55,25752,22418,1.7,3.25
97,4,974,新竹縣,503273,1961,1738,855,1.75,6274,5196,2.14,3.89
97,4,974,苗栗縣,560397,438,1407,1022,0.69,5174,5121,0.09,0.78
97,4,974,台中縣,1557944,2526,4189,2182,1.29,17267,16748,0.33,1.62
97,4,974,彰化縣,1312935,508,3503,2236,0.97,11358,12117,-0.58,0.39
97,4,974,南投縣,531753,-321,1258,1100,0.3,4662,5141,-0.9,-0.6
97,4,974,雲林縣,723674,-660,1780,1627,0.21,6458,7271,-1.12,-0.91
97,4,974,嘉義縣,548731,79,1308,1303,0.01,5928,5854,0.13,0.14
97,4,974,台南縣,1104552,294,2435,2201,0.21,11139,11079,0.05,0.26
97,4,974,高雄縣,1243412,548,2957,2178,0.63,14052,14283,-0.19,0.44
97,4,974,屏東縣,884838,-802,1911,1896,0.02,8501,9318,-0.92,-0.9
97,4,974,台東縣,231849,-258,585,547,0.16,2267,2563,-1.28,-1.12
97,4,974,花蓮縣,341433,-410,804,796,0.02,4376,4794,-1.22,-1.2
97,4,974,澎湖縣,93308,324,198,163,0.38,1221,932,3.1,3.48
97,4,974,基隆市,388979,-108,798,627,0.44,5877,6156,-0.72,-0.28
97,4,974,新竹市,405371,1733,1461,541,2.27,6136,5323,2.01,4.28
97,4,974,台中市,1066128,2328,2498,1284,1.14,19768,18654,1.04,2.18
97,4,974,嘉義市,273793,-239,591,450,0.51,3543,3923,-1.39,-0.88
97,4,974,台南市,768453,641,1736,1099,0.83,10658,10654,0.01,0.84
97,4,974,福建省,94325,874,342,112,2.44,2141,1497,6.83,9.27
97,4,974,金門縣,84570,951,309,100,2.47,1971,1229,8.77,11.24
97,4,974,連江縣,9755,-77,33,12,2.15,170,268,-10.05,-7.9
97,3,973,台北市,2622933,-7258,4760,3639,0.43,45691,54070,-3.19,-2.76
97,3,973,高雄市,1523874,557,2751,2270,0.32,25642,25566,0.05,0.37
97,3,973,台灣省,18767479,19891,39224,27721,0.61,247176,238788,0.45,1.06
97,3,973,新北市,3821823,10780,7805,4187,0.95,61011,53849,1.87,2.82
97,3,973,宜蘭縣,461094,12,863,788,0.16,6114,6177,-0.14,0.02
97,3,973,桃園縣,1952321,6740,4625,2208,1.24,29377,25054,2.21,3.45
97,3,973,新竹縣,501312,1940,1453,749,1.4,6997,5761,2.47,3.87
97,3,973,苗栗縣,559959,108,1186,966,0.39,5061,5173,-0.2,0.19
97,3,973,台中縣,1555418,1972,3412,2024,0.89,17210,16626,0.38,1.27
97,3,973,彰化縣,1312427,-576,2866,2001,0.66,10129,11570,-1.1,-0.44
97,3,973,南投縣,532074,-688,954,1044,-0.17,4749,5347,-1.12,-1.29
97,3,973,雲林縣,724334,-903,1465,1551,-0.12,6599,7416,-1.13,-1.25
97,3,973,嘉義縣,548652,-613,1042,1080,-0.07,5300,5875,-1.05,-1.12
97,3,973,台南縣,1104258,-233,2015,1978,0.03,10999,11269,-0.24,-0.21
97,3,973,高雄縣,1242864,-162,2616,2001,0.49,15088,15865,-0.63,-0.14
97,3,973,屏東縣,885640,-1146,1705,1866,-0.18,9007,9992,-1.11,-1.29
97,3,973,台東縣,232107,-556,483,526,-0.19,2612,3125,-2.21,-2.4
97,3,973,花蓮縣,341843,-673,617,740,-0.36,5009,5559,-1.61,-1.97
97,3,973,澎湖縣,92984,382,168,182,-0.15,1421,1025,4.26,4.11
97,3,973,基隆市,389087,-356,617,635,-0.05,6556,6894,-0.87,-0.92
97,3,973,新竹市,403638,1270,1214,534,1.68,6868,6278,1.46,3.14
97,3,973,台中市,1063800,1556,2106,1230,0.82,21390,20710,0.64,1.46
97,3,973,嘉義市,274032,243,506,375,0.48,4293,4181,0.41,0.89
97,3,973,台南市,767812,794,1506,1056,0.59,11386,11042,0.45,1.04
97,3,973,福建省,93451,285,242,93,1.59,1783,1647,1.46,3.05
97,3,973,金門縣,83619,394,217,85,1.58,1621,1359,3.13,4.71
97,3,973,連江縣,9832,-109,25,8,1.73,162,288,-12.82,-11.09
97,2,972,台北市,2630191,-1414,4813,3876,0.36,45607,47958,-0.89,-0.53
97,2,972,高雄市,1523317,1560,2645,2151,0.32,26370,25304,0.7,1.02
97,2,972,台灣省,18747588,14451,37605,28739,0.47,252357,246772,0.3,0.77
97,2,972,新北市,3811043,6074,7257,4425,0.74,59336,56094,0.85,1.59
97,2,972,宜蘭縣,461082,426,832,813,0.04,6322,5915,0.88,0.92
97,2,972,桃園縣,1945581,5567,4395,2444,1,28440,24824,1.86,2.86
97,2,972,新竹縣,499372,2127,1407,755,1.31,7552,6077,2.95,4.26
97,2,972,苗栗縣,559851,-291,1170,1072,0.18,5386,5775,-0.69,-0.51
97,2,972,台中縣,1553446,935,3303,2176,0.73,17544,17736,-0.12,0.61
97,2,972,彰化縣,1313003,-1250,2758,2138,0.47,11026,12896,-1.42,-0.95
97,2,972,南投縣,532762,-558,1011,1004,0.01,5161,5726,-1.06,-1.05
97,2,972,雲林縣,725237,-141,1502,1544,-0.06,8205,8304,-0.14,-0.2
97,2,972,嘉義縣,549265,-1079,1082,1186,-0.19,5619,6594,-1.78,-1.97
97,2,972,台南縣,1104491,-509,1903,2081,-0.16,11414,11745,-0.3,-0.46
97,2,972,高雄縣,1243026,-1001,2369,2021,0.28,15973,17322,-1.09,-0.81
97,2,972,屏東縣,886786,-1718,1568,1805,-0.27,8939,10420,-1.67,-1.94
97,2,972,台東縣,232663,-647,462,507,-0.19,2294,2896,-2.59,-2.78
97,2,972,花蓮縣,342516,-510,668,788,-0.35,5208,5598,-1.14,-1.49
97,2,972,澎湖縣,92602,239,166,196,-0.32,1296,1027,2.9,2.58
97,2,972,基隆市,389443,-472,636,644,-0.02,6136,6600,-1.19,-1.21
97,2,972,新竹市,402368,1938,1243,541,1.74,7268,6032,3.07,4.81
97,2,972,台中市,1062244,3715,2033,1171,0.81,23069,20216,2.69,3.5
97,2,972,嘉義市,273789,367,479,398,0.3,4397,4111,1.04,1.34
97,2,972,台南市,767018,1239,1361,1030,0.43,11772,10864,1.18,1.61
97,2,972,福建省,93166,865,224,127,1.04,2005,1237,8.24,9.28
97,2,972,金門縣,83225,902,205,116,1.07,1840,1027,9.77,10.84
97,2,972,連江縣,9941,-37,19,11,0.8,165,210,-4.53,-3.73
97,1,971,台北市,2631605,2336,5436,4192,0.47,34862,33770,0.41,0.88
97,1,971,高雄市,1521757,1202,2889,2403,0.32,20637,19921,0.47,0.79
97,1,971,台灣省,18733137,16094,41911,32365,0.51,201420,194872,0.35,0.86
97,1,971,新北市,3804969,6954,8106,4927,0.84,43912,40137,0.99,1.83
97,1,971,宜蘭縣,460656,258,950,961,-0.02,5169,4900,0.58,0.56
97,1,971,桃園縣,1940014,5046,4800,2696,1.08,22748,19806,1.52,2.6
97,1,971,新竹縣,497245,1424,1590,919,1.35,5440,4687,1.51,2.86
97,1,971,苗栗縣,560142,-21,1213,1195,0.03,4687,4726,-0.07,-0.04
97,1,971,台中縣,1552511,1615,3762,2373,0.89,15087,14861,0.15,1.04
97,1,971,彰化縣,1314253,-101,3019,2379,0.49,10360,11101,-0.56,-0.07
97,1,971,南投縣,533320,-397,1056,1143,-0.16,4356,4666,-0.58,-0.74
97,1,971,雲林縣,725378,-294,1621,1754,-0.18,6386,6547,-0.22,-0.4
97,1,971,嘉義縣,550344,-1001,1233,1395,-0.29,4475,5314,-1.52,-1.81
97,1,971,台南縣,1105000,-403,2224,2386,-0.15,10114,10355,-0.22,-0.37
97,1,971,高雄縣,1244027,-286,2654,2234,0.34,13366,14072,-0.57,-0.23
97,1,971,屏東縣,888504,-1059,1724,1956,-0.26,7805,8632,-0.93,-1.19
97,1,971,台東縣,233310,-350,527,620,-0.4,2094,2351,-1.1,-1.5
97,1,971,花蓮縣,343026,-276,735,846,-0.32,4262,4427,-0.48,-0.8
97,1,971,澎湖縣,92363,-27,194,224,-0.32,897,894,0.03,-0.29
97,1,971,基隆市,389915,-482,703,741,-0.1,4688,5132,-1.14,-1.24
97,1,971,新竹市,400430,1395,1297,584,1.78,5196,4514,1.7,3.48
97,1,971,台中市,1058529,2631,2344,1386,0.91,16993,15320,1.58,2.49
97,1,971,嘉義市,273422,347,566,437,0.47,3352,3134,0.8,1.27
97,1,971,台南市,765779,1121,1593,1209,0.5,10033,9296,0.96,1.46
97,1,971,福建省,92301,808,266,120,1.58,1690,1028,7.17,8.75
97,1,971,金門縣,82323,776,239,109,1.58,1503,857,7.85,9.43
97,1,971,連江縣,9978,32,27,11,1.6,187,171,1.6,3.2
96,4,964,台北市,2629269,3910,6252,3757,0.95,33673,32258,0.54,1.49
96,4,964,高雄市,1520555,1987,3408,2258,0.76,18793,17956,0.55,1.31
96,4,964,台灣省,18717043,25728,47926,29578,0.98,181907,174527,0.39,1.37
96,4,964,新北市,3798015,8527,9296,4453,1.28,41376,37692,0.97,2.25
96,4,964,宜蘭縣,460398,205,1084,909,0.38,4569,4539,0.07,0.45
96,4,964,桃園縣,1934968,6000,5524,2325,1.65,20425,17624,1.45,3.1
96,4,964,新竹縣,495821,1596,1674,807,1.75,4741,4012,1.47,3.22
96,4,964,苗栗縣,560163,361,1443,1090,0.63,3919,3911,0.01,0.64
96,4,964,台中縣,1550896,2461,4345,2112,1.44,13011,12783,0.15,1.59
96,4,964,彰化縣,1314354,645,3525,2224,0.99,8572,9228,-0.5,0.49
96,4,964,南投縣,533717,223,1291,1078,0.4,4032,4022,0.02,0.42
96,4,964,雲林縣,725672,-277,1808,1672,0.19,4937,5350,-0.57,-0.38
96,4,964,嘉義縣,551345,-153,1349,1200,0.27,3994,4296,-0.55,-0.28
96,4,964,台南縣,1105403,324,2508,2161,0.31,9030,9053,-0.02,0.29
